215,市民,40896,"general noun",simin,citizen
216,提出,40775,"light-verb -suru attached",teisyutu,"to present"
217,保護,40729,"light-verb -suru attached",hogo,care
218,派遣,40666,"light-verb -suru attached",haken,dispatch
219,負担,40646,"light-verb -suru attached",hutan,burden
220,効果,40590,"general noun",kooka,effect
221,外交,40503,"general noun",gaikoo,diplomacy
222,事務,40474,"general noun",zimu,business
223,全体,40474,"possible to use as an adverb",zentai,whole
224,法人,40355,"general noun",hoozin,"corporate body"
225,違反,40197,"light-verb -suru attached",ihan,violation
226,目標,40169,"general noun",mokuhyoo,mark
227,予選,40148,"general noun",yosen,"preliminary contest"
228,歴史,40132,"general noun",rekisi,history
229,事実,40130,"possible to use as an adverb",zizitu,fact
230,成長,40130,"light-verb -suru attached",seityoo,growth
231,外相,40085,"general noun",gaisyoo,"Foreign Minister"
232,公開,39589,"light-verb -suru attached",kookai,"opening to the public"
233,患者,39528,"general noun",kanzya,patient
234,一般,39274,"general noun",ippan,general
235,海外,39080,"general noun",kaigai,foreign
236,出身,39020,"general noun",syussin,"person's origin"
237,外国,38798,"general noun",gaikoku,"foreign country"
238,自宅,38781,"general noun",zitaku,"one's home"
239,回戦,38495,suffix,kaisen,match
240,使用,38494,"light-verb -suru attached",siyoo,use
241,契約,38393,"light-verb -suru attached",keiyaku,contract
242,議論,38228,"light-verb -suru attached",giron,argument
243,県警,38215,"general noun",kenkei,"prefectural police"
244,職員,38190,"general noun",syokuin,"staff member"
245,導入,38113,"light-verb -suru attached",doonyuu,introduction
246,住宅,38045,"general noun",zyuutaku,residence
247,幹事,38005,"general noun",kanzi,"executive secretary"
248,生産,37922,"light-verb -suru attached",seisan,production
249,地震,37897,"general noun",zisin,earthquake
250,処分,37895,"light-verb -suru attached",syobun,disposal
251,発言,37885,"light-verb -suru attached",hatugen,utterance
252,就任,37839,"light-verb -suru attached",syuunin,inauguration
253,経験,37752,"light-verb -suru attached",keiken,experience
254,場所,37589,"general noun",basyo,place
255,提供,37542,"light-verb -suru attached",teikyoo,offer
256,今月,37371,"possible to use as an adverb",kongetu,"this month"
257,状態,37309,"general noun",zyootai,"current status"
258,学生,37242,"general noun",gakusei,student
259,現場,37182,"general noun",genba,"actual spot"
260,危機,37175,"general noun",kiki,crisis
261,時半,36896,suffix,zihan,"about an hour"
262,実現,36802,"light-verb -suru attached",zitugen,implementation
263,今季,36648,"possible to use as an adverb",konki,"this season"
264,記念,36468,"light-verb -suru attached",kinen,commemoration
265,都市,36448,"general noun",tosi,town
266,同日,36378,"possible to use as an adverb",doozitu,"the same day"
267,主義,36357,"general noun",syugi,doctrine
268,展開,36357,"light-verb -suru attached",tenkai,development
269,地裁,36349,"general noun",tisai,"district court"
270,議長,36164,"general noun",gityoo,chairman
271,回復,35990,"light-verb -suru attached",kaihuku,restoration
272,景気,35952,"general noun",keiki,condition
273,大手,35900,"general noun",oote,"major company"
274,労働,35874,"light-verb -suru attached",roodoo,"manual labor"
275,知事,35772,"general noun",tizi,"prefectural governor"
276,地元,35750,"general noun",zimoto,"home area"
277,審議,35664,"light-verb -suru attached",singi,deliberation
278,意味,35624,"light-verb -suru attached",imi,meaning
279,課題,35432,"general noun",kadai,subject
280,設置,35195,"light-verb -suru attached",setti,establishment
281,規模,35071,"general noun",kibo,scale
282,平和,34994,"adjectival noun, na-adjective",heiwa,peace
283,新聞,34790,"general noun",sinbun,newspaper
284,行政,34746,"general noun",gyoosei,administration
285,平均,34690,"light-verb -suru attached",heikin,average
286,開始,34680,"light-verb -suru attached",kaisi,start
287,意識,34656,"light-verb -suru attached",isiki,consciousness
288,産業,34584,"general noun",sangyoo,industry
289,局長,34270,"general noun",kyokutyoo,"bureau director"
290,発生,34270,"light-verb -suru attached",hassei,outbreak
291,当選,34262,"light-verb -suru attached",toosen,"being elected"
292,取材,34235,"light-verb -suru attached",syuzai,"news coverage"
293,調整,33987,"light-verb -suru attached",tyoosei,regulation
294,存在,33809,"light-verb -suru attached",sonzai,existence
295,獲得,33772,"light-verb -suru attached",kakutoku,acquisition
296,商品,33656,"general noun",syoohin,commodity
297,検査,33509,"light-verb -suru attached",kensa,inspection
298,少年,33443,"general noun",syoonen,boy
299,作業,33433,"light-verb -suru attached",sagyoo,work
300,基準,33274,"general noun",kizyun,standard
301,人物,33229,"general noun",zinbutu,character
302,音楽,33201,"general noun",ongaku,music
303,死去,33188,"light-verb -suru attached",sikyo,death
304,自然,33156,"adjectival noun, na-adjective",sizen,nature
305,最近,32920,"possible to use as an adverb",saikin,"most recent"
306,登板,32869,"light-verb -suru attached",tooban,"taking the plate"
307,世紀,32655,"general noun",seiki,century
308,運転,32585,"light-verb -suru attached",unten,operation
309,得点,32534,"light-verb -suru attached",tokuten,score
310,不安,32309,"adjectival noun, na-adjective",huan,anxiety
311,医師,32234,"general noun",isi,doctor
312,懸念,32221,"light-verb -suru attached",kenen,worry
313,運動,32216,"light-verb -suru attached",undoo,exercise
314,練習,32092,"light-verb -suru attached",rensyuu,practice
315,開幕,31775,"light-verb -suru attached",kaimaku,"raising the curtain"
316,憲法,31773,"general noun",kenpoo,constitution
317,理解,31677,"light-verb -suru attached",rikai,understanding
318,地区,31676,"general noun",tiku,district
319,連合,31674,"light-verb -suru attached",rengoo,union
320,総裁,31604,"general noun",soosai,president
321,解決,31540,"light-verb -suru attached",kaiketu,settlement
322,改善,31534,"light-verb -suru attached",kaizen,betterment
323,維持,31363,"light-verb -suru attached",izi,maintenance
324,株式,31200,"general noun",kabusiki,stock
325,民間,31160,"general noun",minkan,private
326,措置,31150,"light-verb -suru attached",soti,measure
327,処理,31136,"light-verb -suru attached",syori,processing
328,原因,31121,"general noun",genin,cause
329,勝利,31108,"light-verb -suru attached",syoori,victory
330,予想,31108,"light-verb -suru attached",yosoo,expectation
331,市内,31053,"general noun",sinai,city
332,機構,30947,"general noun",kikoo,mechanism
333,官房,30862,"general noun",kanboo,"government secretariat"
334,規制,30846,"light-verb -suru attached",kisei,regulation
335,訪問,30844,"light-verb -suru attached",hoomon,call
336,注目,30784,"light-verb -suru attached",tyuumoku,notice
337,具体,30609,"general noun",gutai,concrete
338,野党,30533,"general noun",yatoo,"opposition party"
339,要求,30509,"light-verb -suru attached",yookyuu,demand
340,公表,30313,"light-verb -suru attached",koohyoo,"official announcement"
341,部長,30212,"general noun",butyoo,"of a section or department"
342,目的,30136,"general noun",mokuteki,purpose
343,紹介,30006,"light-verb -suru attached",syookai,introduction
344,行動,29960,"light-verb -suru attached",koodoo,action
345,番組,29930,"general noun",bangumi,program
346,道路,29867,"general noun",dooro,road
347,保障,29847,"light-verb -suru attached",hosyoo,guarantee
348,体制,29699,"general noun",taisei,order
349,業務,29671,"general noun",gyoomu,business
350,当局,29638,"general noun",tookyoku,authorities
351,以下,29607,"nonselfsustaining noun",ika,"not exceeding"
352,以外,29561,"nonselfsustaining noun",igai,"with the exception of"
353,警察,29534,"general noun",keisatu,police
354,防衛,29521,"light-verb -suru attached",booei,defense
355,競技,29520,"light-verb -suru attached",kyoogi,game
356,携帯,29469,"light-verb -suru attached",keitai,"something carried"
357,健康,29380,"adjectival noun, na-adjective",kenkoo,health
358,受賞,29111,"light-verb -suru attached",zyusyoo,winning
359,高齢,29100,"general noun",koorei,age
360,後半,29042,"possible to use as an adverb",koohan,"second half"
361,都内,28998,"general noun",tonai,"metropolitan area"
362,証券,28729,"general noun",syooken,securities
363,提案,28693,"light-verb -suru attached",teian,proposal
364,数字,28647,"general noun",suuzi,numeral
365,程度,28636,suffix,teido,degree
366,表現,28561,"light-verb -suru attached",hyoogen,expression
367,舞台,28553,"general noun",butai,stage
368,訴訟,28551,"light-verb -suru attached",sosyoo,litigation
369,主催,28470,"light-verb -suru attached",syusai,sponsorship
370,発売,28468,"light-verb -suru attached",hatubai,sale
371,先発,28314,"light-verb -suru attached",senpatu,forerunner
372,運営,28246,"light-verb -suru attached",unei,management
373,方法,28215,"general noun",hoohoo,method
374,禁止,28207,"light-verb -suru attached",kinsi,prohibition
375,広場,28193,"general noun",hiroba,plaza
376,挑戦,28154,"light-verb -suru attached",tyoosen,challenge
377,希望,28142,"light-verb -suru attached",kiboo,hope
378,質問,28097,"light-verb -suru attached",situmon,question
379,再生,28096,"light-verb -suru attached",saisei,resuscitation
380,前年,28022,"possible to use as an adverb",zennen,"the preceding year"
381,条件,27992,"general noun",zyooken,condition
382,感染,27991,"light-verb -suru attached",kansen,infection
383,防止,27931,"light-verb -suru attached",boosi,prevention
384,精神,27838,"general noun",seisin,mind
385,戦略,27741,"general noun",senryaku,strategy
386,見方,27677,"general noun",mikata,viewpoint
387,安定,27606,"adjectival noun, na-adjective",antei,stability
388,期間,27469,"general noun",kikan,period
389,整備,27465,"light-verb -suru attached",seibi,maintenance
390,総務,27340,"general noun",soomu,"general affairs"
391,相談,27338,"light-verb -suru attached",soodan,consultation
392,自治,27246,"general noun",ziti,self-government
393,作家,27150,"general noun",sakka,author
394,要請,27064,"light-verb -suru attached",yoosei,appeal
395,背景,27058,"general noun",haikei,background
396,確保,27050,"light-verb -suru attached",kakuho,guarantee
397,自身,27028,"general noun",zisin,"by oneself"
398,介護,27012,"light-verb -suru attached",kaigo,nursing
399,機能,27006,"light-verb -suru attached",kinoo,function
400,業者,26988,"general noun",gyoosya,trader
401,治療,26986,"light-verb -suru attached",tiryoo,"medical treatment"
402,停止,26906,"light-verb -suru attached",teisi,suspension
403,部分,26900,"general noun",bubun,portion
404,編集,26885,"light-verb -suru attached",hensyuu,editing
405,年代,26795,suffix,nendai,age
406,利益,26770,"general noun",rieki,profit
407,推進,26738,"light-verb -suru attached",suisin,propulsion
408,将来,26645,"possible to use as an adverb",syoorai,future
409,出席,26588,"light-verb -suru attached",syusseki,attendance
410,市長,26521,"general noun",sityoo,mayor
411,勝負,26462,"light-verb -suru attached",syoobu,"victory or defeat"
412,反発,26444,"light-verb -suru attached",hanpatu,opposition
413,認識,26281,"light-verb -suru attached",ninsiki,recognition
414,連盟,26031,"general noun",renmei,league
415,再開,25989,"light-verb -suru attached",saikai,reopening
416,成立,25909,"light-verb -suru attached",seiritu,"coming into existence"
417,発見,25903,"light-verb -suru attached",hakken,discovery
418,延長,25877,"light-verb -suru attached",entyoo,extension
419,殺人,25860,"general noun",satuzin,murder
420,人々,25857,"general noun",hitobito,"each person"
421,拉致,25758,"light-verb -suru attached",rati,"taking captive"
422,起訴,25691,"light-verb -suru attached",kiso,prosecution
423,通信,25666,"light-verb -suru attached",tuusin,correspondence
424,部門,25528,"general noun",bumon,division
425,政党,25507,"general noun",seitoo,"political party"
426,毎日,25492,"possible to use as an adverb",mainiti,"every day"
427,周辺,25411,"general noun",syuuhen,circumference
428,厚生,25220,"general noun",koosei,welfare
429,否定,25189,"light-verb -suru attached",hitei,negation
430,生徒,25147,"general noun",seito,pupil
431,段階,25141,"general noun",dankai,grade
432,一時,25126,"possible to use as an adverb",itizi,"one o'clock"
433,出版,25091,"light-verb -suru attached",syuppan,publication
434,活躍,24951,"light-verb -suru attached",katuyaku,activity
435,業界,24924,"general noun",gyookai,"business world"
436,本社,24853,"general noun",honsya,"head office"
437,十分,24845,"adjectival noun, na-adjective",zyuubun,plenty
438,地球,24820,"general noun",tikyuu,"the earth"
439,年齢,24811,"general noun",nenrei,age
440,対抗,24777,"light-verb -suru attached",taikoo,opposition
441,上昇,24763,"light-verb -suru attached",zyoosyoo,rising
442,勢力,24763,"general noun",seiryoku,influence
443,会場,24762,"general noun",kaizyoo,"assembly hall"
444,軍事,24725,"general noun",gunzi,"military affairs"
445,準備,24649,"light-verb -suru attached",zyunbi,preparation
446,決議,24585,"light-verb -suru attached",ketugi,resolution
447,掲載,24536,"light-verb -suru attached",keisai,publication
448,殺害,24481,"light-verb -suru attached",satugai,killing
449,条約,24460,"general noun",zyooyaku,treaty
450,宣言,24453,"light-verb -suru attached",sengen,declaration
451,現代,24448,"general noun",gendai,nowadays
452,逆転,24438,"light-verb -suru attached",gyakuten,change
453,大幅,24362,"adjectival noun, na-adjective",oohaba,big
454,成績,24323,"general noun",seiseki,results
455,行為,24317,"light-verb -suru attached",kooi,act
456,努力,24297,"light-verb -suru attached",doryoku,"great effort"
457,立場,24297,"general noun",tatiba,standpoint
458,危険,24234,"adjectival noun, na-adjective",kiken,danger
459,独立,24217,"light-verb -suru attached",dokuritu,independence
460,役員,24176,"general noun",yakuin,officer
461,一番,24155,"possible to use as an adverb",itiban,best
462,最初,24147,"general noun",saisyo,beginning
463,変化,24126,"light-verb -suru attached",henka,change
464,工場,24107,"general noun",koozyoo,factory
465,構造,24054,"general noun",koozoo,structure
466,家庭,23975,"general noun",katei,home
467,国立,23939,"general noun",kokuritu,national
468,雇用,23926,"light-verb -suru attached",koyoo,employment
469,修正,23910,"light-verb -suru attached",syuusei,amendment
470,交流,23834,"light-verb -suru attached",kooryuu,exchange
471,会合,23826,"light-verb -suru attached",kaigoo,meeting
472,回答,23747,"light-verb -suru attached",kaitoo,reply
473,大切,23719,"adjectival noun, na-adjective",taisetu,important
474,郵政,23704,"general noun",yuusei,"postal system"
475,連勝,23681,"light-verb -suru attached",rensyoo,"consecutive victories"
476,営業,23646,"light-verb -suru attached",eigyoo,business
477,世代,23605,"general noun",sedai,generation
478,分析,23604,"light-verb -suru attached",bunseki,analysis
479,当初,23520,"possible to use as an adverb",toosyo,"at first"
480,認定,23470,"light-verb -suru attached",nintei,authorization
481,一緒,23453,"light-verb -suru attached",issyo,together
482,分野,23368,"general noun",bunya,field
483,大量,23294,"adjectival noun, na-adjective",tairyoo,"large quantity"
484,輸入,23175,"light-verb -suru attached",yunyuu,importation
485,指示,23077,"light-verb -suru attached",sizi,indication
486,方向,23028,"general noun",hookoo,direction
487,本格,22986,"general noun",honkaku,"original method or procedure"
488,能力,22916,"general noun",nooryoku,ability
489,料理,22895,"light-verb -suru attached",ryoori,cooking
490,製造,22883,"light-verb -suru attached",seizoo,manufacture
491,不明,22860,"adjectival noun, na-adjective",humei,unknown
492,人事,22832,"general noun",zinzi,"personnel affairs"
493,実験,22707,"light-verb -suru attached",zikken,experiment
494,児童,22658,"general noun",zidoo,children
495,球団,22582,"general noun",kyuudan,"baseball team"
496,設立,22547,"light-verb -suru attached",seturitu,establishment
497,購入,22424,"light-verb -suru attached",koonyuu,purchase
498,通算,22400,"light-verb -suru attached",tuusan,total
499,登場,22376,"light-verb -suru attached",toozyoo,entry
500,終了,22315,"light-verb -suru attached",syuuryoo,end
501,各国,22263,"general noun",kakkoku,"each nation"
502,戦後,22252,"possible to use as an adverb",sengo,"postwar period"
503,成功,22232,"light-verb -suru attached",seikoo,success
504,不正,22200,"adjectival noun, na-adjective",husei,injustice
505,前回,22165,"possible to use as an adverb",zenkai,"previous time"
506,直後,22145,"possible to use as an adverb",tyokugo,"immediately following"
507,審査,22135,"light-verb -suru attached",sinsa,judging
508,緊急,22126,"adjectival noun, na-adjective",kinkyuu,urgent
509,事態,22051,"general noun",zitai,situation
510,議会,22042,"general noun",gikai,Diet
511,株価,22040,"general noun",kabuka,"stock prices"
512,無料,22035,"general noun",muryoo,free
513,連絡,22009,"light-verb -suru attached",renraku,"to contact"
514,社員,22006,"general noun",syain,"company employee"
515,同様,21958,"adjectival noun, na-adjective",dooyoo,identical
516,競争,21828,"light-verb -suru attached",kyoosoo,competition
517,直接,21821,"possible to use as an adverb",tyokusetu,direct
518,積極,21800,"adjectival noun, na-adjective",sekkyoku,positive
519,前半,21740,"general noun",zenhan,"first half"
520,集中,21728,"light-verb -suru attached",syuutyuu,concentration
521,閣僚,21644,"general noun",kakuryoo,"cabinet ministers"
522,主要,21572,"adjectival noun, na-adjective",syuyoo,chief
523,悪化,21521,"light-verb -suru attached",akka,deterioration
524,自己,21495,"general noun",ziko,self
525,失点,21457,"light-verb -suru attached",sitten,"losing points"
526,増加,21454,"light-verb -suru attached",zooka,increase
527,年間,21441,"general noun",nenkan,year
528,選択,21418,"light-verb -suru attached",sentaku,selection
529,一致,21388,"light-verb -suru attached",itti,coincidence
530,進出,21316,"light-verb -suru attached",sinsyutu,advance
531,意向,21234,"general noun",ikoo,intention
532,犯罪,21232,"general noun",hanzai,crime
533,首位,21213,"general noun",syui,"first place"
534,拒否,21198,"light-verb -suru attached",kyohi,denial
535,交通,21181,"general noun",kootuu,traffic
536,小説,21163,"general noun",syoosetu,novel
537,首都,21094,"general noun",syuto,"capital city"
538,民営,21065,"general noun",minei,"private management"
539,前日,21046,"possible to use as an adverb",zenzitu,"previous day"
540,赤字,20959,"general noun",akazi,deficit
541,廃止,20940,"light-verb -suru attached",haisi,abolition
542,体験,20929,"light-verb -suru attached",taiken,"personal experience"
543,人生,20915,"general noun",zinsei,life
544,財務,20854,"general noun",zaimu,"financial affairs"
545,名誉,20839,"adjectival noun, na-adjective",meiyo,honor
546,請求,20805,"light-verb -suru attached",seikyuu,claim
547,食品,20795,"general noun",syokuhin,commodity
548,発行,20794,"light-verb -suru attached",hakkoo,issue
549,減少,20773,"light-verb -suru attached",gensyoo,decrease
550,達成,20771,"light-verb -suru attached",tassei,achievement
551,採用,20770,"light-verb -suru attached",saiyoo,use
552,観光,20746,"light-verb -suru attached",kankoo,sightseeing
553,加盟,20701,"light-verb -suru attached",kamei,participation
