居る	居る おる to be (animate); to be; to exist; verb indicating continuing action or state (i.e. to be ..ing); indicates contempt or disdain for another's actions
真っ赤	真っ赤 まっか bright red; deep red; flushed (of face); downright (e.g. lie); complete; utter
手伝い	手伝い てつだい helper; assistant; help
否	否 いな no; nay; well; er; why
偶然	偶然 ぐうぜん (by) chance; unexpectedly; suddenly; accident; fortuity; by coincidence
作物	作物 さくもつ produce (e.g. agricultural); crops
邪魔	邪魔 じゃま hindrance; obstacle; nuisance; to visit (somebody's home); demon who hinders Buddhist training; demon who obstructs sentient beings from maintaining moral behaviour
誘う	誘う さそう to invite; to ask; to call (for); to tempt; to lure; to induce
或	或 ある a certain ...; some ...; one ...
木曜	木曜 もくよう Thursday
診察	診察 しんさつ medical examination
梅雨	梅雨 つゆ rainy season (in Japan from early June to mid-July); rain during the rainy season
承知	承知 しょうち knowledge; awareness; consent; acceptance; assent; admitting; compliance; agreement; acknowledgment; acknowledgement; forgiving; pardoning; excusing
回す	回す まわす to turn; to rotate; to gyrate; to circulate; to send around; to surround; to put something to a new use (e.g. leftovers); ... around (e.g. to chase someone around); to dial (e.g. telephone number); to invest; to gang-rape
助ける	助ける たすける to save; to rescue; to help; to assist; to aid; to contribute (financially); to facilitate; to stimulate
体温	体温 たいおん temperature; body temperature (human, animal)
飛び出す	飛び出す とびだす to jump out; to rush out; to fly out; to appear (suddenly); to protrude; to project; to butt in
欠席	欠席 けっせき absence; non-attendance
扱う	扱う あつかう to deal with (a person); to treat; to handle; to take care of; to entertain; to deal with (a problem); to handle; to manage; to operate (e.g. a machine); to handle; to work; to deal in; to sell; to cover (a topic); to treat; to discuss; to take up; to treat A as B; to mediate (an argument); to be too much for one; to find unmanageable; to gossip
鍵	鍵 かぎ key; lock
発明	発明 はつめい invention; intelligent; clever; being enlightened; having the meaning of everything become clear
小麦	小麦 こむぎ wheat
冗談	冗談 じょうだん jest; joke; funny story
悪口	悪口 わるくち abuse; insult; slander; evil speaking; bad mouth
穏やか	穏やか おだやか calm; gentle; quiet
浴びる	浴びる あびる to dash over oneself (e.g. water); to take (e.g. shower); to bask in (e.g. the sun); to bathe in; to be flooded with (e.g. light); to be covered in; to suffer (e.g. an attack); to draw (e.g. criticism, attention, praise); to have heaped upon; to be showered with
胃	胃 い stomach; Chinese "stomach" constellation (one of the 28 mansions)
ドライブ	ドライブ ドライブ drive; trip by car; driving; to (go for a) drive; to go on a trip by car; to drive (e.g. a car); to drive (innovation, change, etc.); to propel
間	間 ま space; room; time; pause
駐車	駐車 ちゅうしゃ parking (e.g. car)
動かす	動かす うごかす to move; to shift; to stir; to budge; to change position; to inspire; to rouse; to move (e.g. feeling); to influence; to change; to alter; to deny; to operate; to set in motion; to get going; to mobilize (e.g. troops); to mobilise; to deploy; to manage (e.g. funds)
撃つ	撃つ うつ to shoot (at); to attack; to defeat; to destroy; to avenge
泥	泥 どろ mud; slush; (wet) dirt; mire; thief
ありがとう	ありがとう ありがとう Thank you; Thanks
決心	決心 けっしん determination; resolution
出会う	出会う であう to meet (by chance); to come across; to run across; to encounter; to happen upon; to meet (e.g. of rivers, highways, etc.); to emerge and engage (an enemy)
勤め	勤め つとめ service; duty; business; responsibility; task; Buddhist religious services
かなり	かなり かなり considerably; fairly; quite
欠点	欠点 けってん fault; defect; flaw; weak point; weakness; shortcoming; drawback; failure (in an examination); failing grade
尊敬	尊敬 そんけい respect; esteem; reverence; honour; honor
老い	老い おい old age; old person; the old; the aged
書物	書物 しょもつ books
掲示	掲示 けいじ notice; bulletin; post; posting; placard
便り	便り たより news; tidings; information; correspondence; letter
だけど	だけど だけど however
叫ぶ	叫ぶ さけぶ to shout; to cry; to scream; to shriek; to yell; to exclaim; to clamor (for or against); to clamour (for or against)
組む	組む くむ to cross (legs or arms); to link (arms); to put together; to construct; to assemble; to produce (e.g. TV program); to braid; to plait; to grapple; to wrestle; to unite; to join; to link up; to form an alliance; to set (e.g. type); to issue (e.g. money order)
氷	氷 こおり ice; shaved ice (usually served with flavored simple syrup)
敬意	敬意 けいい respect; honour; honor
石炭	石炭 せきたん coal
舌	舌 した tongue; tongue-like object; clapper (of a bell); talon (of a lock)
辺り	辺り あたり on the bank of; by the side of (e.g. a river, pond); (in the) neighbourhood; neighborhood; vicinity; nearby; around (Sunday, last year, etc...); for instance
題	題 だい title; subject; theme; topic; problem (on a test); question; counter for questions (on a test)
移す	移す うつす to change; to swap; to substitute; to transfer; to change the object of one's interest or focus; to spend or take time; to infect; to permeate something with the smell or colour of something; to move on to the next or different stage of (a plan, etc.)
鋭い	鋭い するどい sharp (blade); pointed; sharp (pain); stabbing; cutting (remark); stinging; pointed (question or look); screeching (noise); perceptive; keen; quick (mind); astute; shrewd; discerning; nimble; agile; quick
黙る	黙る だまる to be silent
通り	通り とおり avenue; street; way; road; coming and going; street traffic; flow (of water, air, etc.); transmission (of sound); reach (e.g. of voice); fame; reputation; popularity; the same status or way; as (e.g. as expected, as I said); understanding; comprehension; counter for sets of things; counter for methods, ways, types
頂上	頂上 ちょうじょう top; summit; peak
覆う	覆う おおう to cover; to hide; to conceal; to wrap; to disguise
どんな	どんな どんな what; what kind of; (with -temo, demo, etc.) any(body, thing, means, etc.)
徹夜	徹夜 てつや all night; all-night vigil; sleepless night
達する	達する たっする to reach; to get to; to arrive at
支度	支度 したく preparation; arrangements
