暮らす	暮らす くらす to live; to get along; to spend (time)
インク	インク インク ink
州	州 す sandbank; sandbar
至る	至る いたる to arrive at (e.g. a decision); to reach (a stage); to attain; to lead to (a place); to get to; to come; to arrive; to result in
暗記	暗記 あんき memorization; memorisation; learning by heart
勿論	勿論 もちろん of course; certainly; naturally
親戚	親戚 しんせき relative; relation; kin
方々	方々 ほうぼう here and there; this way and that way; everywhere; all over
テント	テント テント tent
メモ	メモ メモ memo; note; memorandum
申し込む	申し込む もうしこむ to apply for; to make an application; to propose (marriage); to offer (mediation); to make an overture (of peace); to challenge; to lodge (objections); to request (an interview); to subscribe for; to book; to reserve
しかも	しかも しかも moreover; furthermore; nevertheless; and yet
御	御 お honorific/polite/humble prefix
スープ	スープ スープ (Western) soup
びっくり	びっくり びっくり to be surprised; to be amazed; to be frightened; to be astonished; to get startled; to jump; surprise (e.g. surprise party)
こんなに	こんなに こんなに so; like this; in this way
物音	物音 ものおと sound; sounds
熱中	熱中 ねっちゅう going nuts (over something); enthusiasm; zeal; mania
罰する	罰する ばっする to punish; to penalize; to penalise
どうしても	どうしても どうしても by all means; at any cost; no matter what; after all; in the long run; cravingly; at any rate; surely
旧	旧 きゅう ex-; former; old
回り	回り まわり rotation; making the rounds; spreading; effect; efficacy; by way of; via; round; turn; size; 12-year period; 12-year age difference
トン	トン トン ton (esp. a metric ton, i.e. 1000 kg); tonne
スケート	スケート スケート skating (esp. ice); skate; skates
信じる	信じる しんじる to believe; to believe in; to place trust in; to confide in; to have faith in
ところで	ところで ところで by the way; incidentally; even if; no matter (who, what, when, where, why, how)
まさに	まさに まさに exactly; surely; certainly; right then; just then; at that moment; just (about to); on the verge (of doing or happening); duly; naturally
すみません	すみません すみません excuse me; pardon me; I'm sorry; thank you
たった	たった たった only; merely; but; no more than
ミルク	ミルク ミルク milk
チーズ	チーズ チーズ cheese; say cheese! (when taking photographs)
いけない	いけない いけない wrong; not good; of no use; hopeless; past hope; must not do
ボート	ボート ボート boat; rowing boat
あらゆる	あらゆる あらゆる all; every
案	案 あん idea; plan; thought; draft plan; motion; rough copy; expectation
ラケット	ラケット ラケット racket; paddle (in table-tennis)
喉	喉 のど throat; singing voice
餌	餌 えさ (animal) feed; fodder; pet food; bait; lure; enticement
そこで	そこで そこで so; accordingly; now; then; thereupon; therefore
兎	兎 うさぎ rabbit; hare; coney; cony; lagomorph (esp. leporids)
パイロット	パイロット パイロット pilot
いわゆる	いわゆる いわゆる what is called; as it is called; the so-called; so to speak
いつか	いつか いつか sometime; someday; one day; some time or other; the other day; in due course; in time
おまえ	おまえ おまえ you (formerly honorific, now sometimes derog. term referring to an equal or inferior); presence (of a god, nobleman, etc.)
動詞	動詞 どうし verb
バン	バン バン bun; van (caravan); value-added network; VAN; bang
どこか	どこか どこか somewhere; anywhere; in some respects
アイロン	アイロン アイロン iron (for pressing clothes); hair iron; hair tong; curling tong
やや	やや やや Oh!; Oh my!; Dear me!
転ぶ	転ぶ ころぶ to fall down; to fall over
おめでとう	おめでとう おめでとう congratulations!; an auspicious occasion!
ペンキ	ペンキ ペンキ paint
ハイキング	ハイキング ハイキング hiking
マイク	マイク マイク mike; mic; microphone
関する	関する かんする to concern; to be related
