発展	発展 はってん development; growth; advancement; unfurling; expansion; extension; enlargement; playing around; having an active sex life
人類	人類 じんるい mankind; humanity
喜び	喜び よろこび joy; delight; rapture; pleasure; gratification; rejoicing; congratulations; felicitations
次々	次々 つぎつぎ in succession; one by one
絵画	絵画 かいが picture; painting
資本	資本 しほん funds; capital
周囲	周囲 しゅうい surroundings; environs; circumference
会計	会計 かいけい bill; account; finance; accountant; treasurer; paymaster; reckoning
菓子	菓子 かし pastry; confectionery
椅子	椅子 いす chair; stool; post; office; position
積極的	積極的 せっきょくてき assertive; positive; active; proactive
大統領	大統領 だいとうりょう president; chief executive
傾向	傾向 けいこう tendency; trend; inclination
恋人	恋人 こいびと lover; sweetheart
除く	除く のぞく to remove; to eliminate; to eradicate; to exclude; to except
余裕	余裕 よゆう surplus; margin; leeway; room; time; allowance; flexibility; scope; rope; composure; placidity; complacency; calm
微妙	微妙 びみょう delicate; subtle; sensitive; difficult; delicate (situation); complicated; doubtful; questionable; dicey; tricky
調子	調子 ちょうし tune; tone; key; pitch; time; rhythm; vein; mood; way; manner; style; knack; condition; state of health; impetus; spur of the moment; strain; trend
時刻	時刻 じこく instant; time; moment
