素晴らしい,Adjective,すばらしい,"excellent, wonderful",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW04604A.mp3
毎年,Noun,まいとし,every year (colloquial),https://assets2.iknow.jp/assets/legacy/JLL/audio/JW08639A.mp3
来月,Noun,らいげつ,next month,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09765A.mp3
日時,Noun,にちじ,date and time,https://assets3.iknow.jp/assets/legacy/JLL/audio/Int/JW02576A.mp3
夕方,Noun,ゆうがた,"early evening, at dusk",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09484A.mp3
通る,Verb,とおる,"pass, go through",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06353A.mp3
自動車,Noun,じどうしゃ,automobile,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW03802A.mp3
慣れる,Verb,なれる,"grow accustomed to, get used to",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06757A.mp3
撮る,Verb,とる,"take (a photograph), film",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW06568A.mp3
やっと,Adverb,やっと,"at last, finally (used only for a good outcome)",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW09426A.mp3
どんどん,Adverb,どんどん,"knock, bang",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW06590A.mp3
並べる,Verb,ならべる,"line up, arrange",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06747A.mp3
逃げる,Verb,にげる,"escape, run away",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW06827A.mp3
渡す,Verb,わたす,"hand over, give",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW10047A.mp3
値段,Noun,ねだん,price,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06983A.mp3
両方,Noun,りょうほう,both,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09865A.mp3
約束,Verbal Noun,やくそく,"promise, vow",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09389A.mp3
一部,Noun,いちぶ,part,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW00495A.mp3
ラジオ,Noun,らじお,radio,https://assets1.iknow.jp/assets/legacy/JLL/audio/JW09778A.mp3
入院,Verbal Noun,にゅういん,hospitalization,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06876A.mp3
ニュース,Noun,にゅーす,news,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06890A.mp3
旅行,Verbal Noun,りょこう,"travel, trip",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09875A.mp3
用意,Verbal Noun,ようい,preparation,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09578A.mp3
伸びる,Verb,のびる,"stretch, grow",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW07102A.mp3
パーティー,Verbal Noun,ぱーてぃー,party,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW07153A.mp3
ビール,Noun,びーる,beer,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW07607A.mp3
早く,Adverb,はやく,"early, soon",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW07468A.mp3
番組,Noun,ばんぐみ,"(television, radio) program",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW07529A.mp3
ビデオ,Noun,びでお,video,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW07752A.mp3
増やす,Verb,ふやす,"increase (something), add (something)",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW08166A.mp3
振る,Verb,ふる,"wave, shake",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW08197A.mp3
迎える,Verb,むかえる,"welcome, receive (a visitor)",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09040A.mp3
無理,Adjectival Noun,むり,"unreasonable, impossible",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW09124A.mp3
珍しい,Adjective,めずらしい,"rare, scarce",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW09197A.mp3
有名,Adjectival Noun,ゆうめい,famous,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09519A.mp3
喜ぶ,Verb,よろこぶ,"be happy, be delighted",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09746A.mp3
留学,Verbal Noun,りゅうがく,studying abroad,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW09831A.mp3
料理,Verbal Noun,りょうり,"cooking, dish",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW09868A.mp3
野菜,Noun,やさい,vegetable,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09401A.mp3
分かれる,Verb,わかれる,"be divided, split off",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW10014A.mp3
特別,Adjectival Noun,とくべつ,special,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW06399A.mp3
理由,Noun,りゆう,"reason, excuse",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09830A.mp3
自由,Adjectival Noun,じゆう,freedom,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW03948A.mp3
方向,Noun,ほうこう,"direction, course",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW08412A.mp3
残る,Verb,のこる,"remain, be left over",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW07082A.mp3
ビル,Noun,びる,building (loan word),https://assets1.iknow.jp/assets/legacy/JLL/audio/JW07894A.mp3
まとめる,Verb,まとめる,"gather together, put in order",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW08769A.mp3
流れる,Verb,ながれる,"flow, run",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW06655A.mp3
セーター,Noun,せーたー,sweater,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04770A.mp3
シャツ,Noun,しゃつ,shirt,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW03917A.mp3
洗濯,Verbal Noun,せんたく,"laundry, washing",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW04905A.mp3
間違える,Verb,まちがえる,"make a (careless) mistake, fail at (something)",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW08731A.mp3
アイスクリーム,Noun,あいすくりーむ,ice cream,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW00009A.mp3
乾く,Verb,かわく,become dry,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW01854A.mp3
冷める,Verb,さめる,cool off,https://assets1.iknow.jp/assets/legacy/JLL/audio/JW03491A.mp3
色々,Adjectival Noun,いろいろ,a variety of,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW00615A.mp3
持って行く,Verb,もっていく,"take, bring",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09296A.mp3
着替える,Verb,きがえる,change clothes,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW01999A.mp3
石鹸,Noun,せっけん,soap,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04804A.mp3
野球,Noun,やきゅう,baseball,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09378A.mp3
昼食,Noun,ちゅうしょく,lunch (formal),https://assets3.iknow.jp/assets/legacy/JLL/audio/JW05668A.mp3
朝食,Noun,ちょうしょく,breakfast (formal),https://assets0.iknow.jp/assets/legacy/JLL/audio/JW05714A.mp3
眠る,Verb,ねむる,"sleep, lie idle",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW07013A.mp3
初め,Noun,はじめ,"first, beginning (in terms of time passage)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW07299A.mp3
火,Noun,ひ,"fire, flame",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW07593A.mp3
西,Noun,にし,"west, western",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06833A.mp3
東,Noun,ひがし,"east, eastern",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW07618A.mp3
南,Noun,みなみ,south,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW08964A.mp3
夕食,Noun,ゆうしょく,"supper, dinner (formal)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09498A.mp3
なかなか,Adverb,なかなか,"pretty, considerably",https://assets1.iknow.jp/assets/legacy/JLL/audio/Int/JW01294A.mp3
励ます,Verb,はげます,"encourage, cheer up",https://assets3.iknow.jp/assets/legacy/JLL/audio/Int/JW01428A.mp3
涙,Noun,なみだ,tear,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06734A.mp3
夢,Noun,ゆめ,dream,https://assets1.iknow.jp/assets/legacy/JLL/audio/JW09558A.mp3
職場,Noun,しょくば,"place of work, office",https://assets2.iknow.jp/assets/legacy/JLL/audio/Int/JW00460A.mp3
隣,Noun,となり,"next to, next door",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW06478A.mp3
マンション,Noun,まんしょん,"apartment, residential building",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW08828A.mp3
エレベーター,Noun,えれべーたー,elevator,https://assets1.iknow.jp/assets/legacy/JLL/audio/JW00882A.mp3
窓,Noun,まど,window,https://assets3.iknow.jp/assets/legacy/JLL/audio/mado_cue.mp3
押す,Verb,おす,"push, press down",https://assets0.iknow.jp/assets/users/Smart.fm/dlblfn1jdmqc4.mp3
入学,Verbal Noun,にゅうがく,"enter a school, matriculate",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06878A.mp3
戸,Noun,と,"door, sliding door",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW06193A.mp3
通り,Noun,とおり,"street, road",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW06348A.mp3
亡くなる,Verb,なくなる,"die, pass away",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW06666A.mp3
夫婦,Noun,ふうふ,"husband and wife, married couple",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW07965A.mp3
女性,Noun,じょせい,"woman, female (formal)",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW04299A.mp3
森,Noun,もり,forest,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW09350A.mp3
トラック,Noun,とらっく,truck,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW06528A.mp3
レコード,Noun,れこーど,record,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW09926A.mp3
熱,Noun,ねつ,"heat, fever",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW06984A.mp3
ページ,Noun,ぺーじ,page,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW08308A.mp3
踊る,Verb,おどる,dance,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW01154A.mp3
長さ,Noun,ながさ,length,https://assets1.iknow.jp/assets/legacy/JLL/audio/JW06631A.mp3
厚さ,Noun,あつさ,thickness,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00165A.mp3
秘密,Adjectival Noun,ひみつ,"secret, privacy",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW07823A.mp3
凄い,Adjective,すごい,"great, incredible",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW04554A.mp3
親切,Adjectival Noun,しんせつ,"kind, kindhearted",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04406A.mp3
絶対,Adverb,ぜったい,"absolutely, never",https://assets2.iknow.jp/assets/legacy/JLL/audio/Int/JW01087A.mp3
先月,Noun,せんげつ,last month,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04867A.mp3
一昨年,Noun,おととし,the year before last (colloquial),https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01147A.mp3
冬休み,Noun,ふゆやすみ,winter vacation,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW08169A.mp3
夏休み,Noun,なつやすみ,summer vacation,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW06700A.mp3
休日,Noun,きゅうじつ,"day off, holiday",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW02208A.mp3
正月,Noun,しょうがつ,New Year,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW04145A.mp3
思い出,Noun,おもいで,memory,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01209A.mp3
たまに,Adverb,たまに,"occasionally, sometimes",https://assets3.iknow.jp/assets/legacy/JLL/audio/Int/JW02277A.mp3
おかしい,Adjective,おかしい,"strange, peculiar",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW01010A.mp3
浅い,Adjective,あさい,"shallow, superficial",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW00103A.mp3
君,Noun,きみ,you (referring to fellows or subordinates),https://assets0.iknow.jp/assets/legacy/JLL/audio/Int/JW02915A.mp3
奥さん,Noun,おくさん,"(someone else's) wife, married woman",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW01035A.mp3
赤ちゃん,Noun,あかちゃん,baby (colloquial),https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00047A.mp3
小学生,Noun,しょうがくせい,elementary school student,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04144A.mp3
貸す,Verb,かす,"lend, lease",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01603A.mp3
数える,Verb,かぞえる,count,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01622A.mp3
生む,Verb,うむ,"give birth, produce",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW00766A.mp3
育つ,Verb,そだつ,"be brought up, grow",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW05061A.mp3
是非,Adverb,ぜひ,"by all means, please",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW04832A.mp3
黒,Noun,くろ,black color,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW02562A.mp3
おもちゃ,Noun,おもちゃ,"toy, plaything",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01219A.mp3
靴,Noun,くつ,shoes,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW02478A.mp3
連絡,Verbal Noun,れんらく,"contact, communication",https://assets2.iknow.jp/assets/legacy/JLL/audio/Int/JW00359A.mp3
伝言,Verbal Noun,でんごん,message (left by someone),https://assets2.iknow.jp/assets/legacy/JLL/audio/Int/JW02780A.mp3
預ける,Verb,あずける,"deposit, leave (something) with (someone)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00129A.mp3
下がる,Verb,さがる,"go down, drop",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW03369A.mp3
泳ぐ,Verb,およぐ,swim,https://assets2.iknow.jp/assets/legacy/JLL/audio/JW01238A.mp3
アルバイト,Verbal Noun,あるばいと,part-time job,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW00294A.mp3
コート,Noun,こーと,"coat, jacket (loan word)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW03025A.mp3
趣味,Noun,しゅみ,"hobby, interest",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW04088A.mp3
散歩,Verbal Noun,さんぽ,"walk, stroll",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW03556A.mp3
幸せ,Adjectival Noun,しあわせ,"happiness, satisfied (colloquial)",https://assets2.iknow.jp/assets/legacy/JLL/audio/JW03576A.mp3
安心,Verbal Noun,あんしん,"peace of mind, relief",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00319A.mp3
大勢,Noun,おおぜい,"large numbers, a lot of (people)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00982A.mp3
医者,Noun,いしゃ,"doctor (colloquial, plain)",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00430A.mp3
運転手,Noun,うんてんしゅ,driver,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW00820A.mp3
新幹線,Noun,しんかんせん,bullet train,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW04366A.mp3
往復,Noun,おうふく,round trip,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00955A.mp3
コピー,Verbal Noun,こぴー,"copy, photocopy",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW03190A.mp3
奥,Noun,おく,"inner part, the back",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW01031A.mp3
重さ,Noun,おもさ,weight,https://assets3.iknow.jp/assets/legacy/JLL/audio/JW01216A.mp3
親しい,Adjective,したしい,"intimate, close",https://assets1.iknow.jp/assets/legacy/JLL/audio/JW03730A.mp3
修理,Verbal Noun,しゅうり,"repair, mending",https://assets0.iknow.jp/assets/legacy/JLL/audio/JW04021A.mp3
カード,Noun,かーど,card,https://assets0.iknow.jp/assets/legacy/JLL/audio/JW01309A.mp3
挨拶,Verbal Noun,あいさつ,"greet, greeting",https://assets3.iknow.jp/assets/legacy/JLL/audio/JW00005A.mp3
