～号	～ごう	counter for magazine; the name of ship	N2	e682bd08-6117-452e-9c0e-e26177d9c67f
～国	～こく	nation of ~	N2	f1c0012e-76e9-4121-813e-797a25d6126f
～毎	～ごと	every ~, each ~	N2	8d8f3a2c-0107-447d-bd25-0642c3c677e5
～山	～さん	the name of mountain	N2	5534d4ee-4fed-4381-8c19-06518a9f4bd1
～産	～さん	made in ~	N2	f3a59fde-8257-4a2a-a2f0-c1612b9d9d23
～史	～し	history of ~	N2	4c503671-8806-49f2-9027-7cb435599554
～紙	～し	newspaper, type of paper	N2	e45360f6-1d7e-4448-a142-cfa789a1be8a
～寺	～じ	the name of temple	N2	187ed4a6-6556-42f0-9a7b-610ab2db7ac6
～時間目	～じかんめ	~th hour, ~th period	N2	bc7c47e5-8c47-4b1e-957f-123d866691b8
～室	～しつ	counter for room	N2	5182aab7-6f23-4543-9338-5affdca9a409
～日	～じつ	day	N2	cb98c66b-aed9-4d1d-b015-a0660b93144f
～車	～しゃ	~ car	N2	da953c18-e91f-44f8-ae07-f081740bbd4b
～者	～しゃ	person	N2	b4547ba6-a252-43a1-8806-96ddd5897dcb
～社	～しゃ	counter for company	N2	5b4ab893-fd50-483d-88d4-b6e87320cc0e
～手	～しゅ	~ player, person who does ~	N2	c8302891-610f-4f26-b4f5-196fa25c405f
～酒	～しゅ	kind of alcohol	N2	492163f8-3ded-411d-8f02-150b22759d42
～集	～しゅう	collection of ~	N2	1506c12e-7ab0-471d-85eb-64fe68a762ab
～所	～しょ	place	N2	24e24b41-55ca-4044-83ca-f00a3e2fe18c
～所	～じょ	place	N2	8f60232b-5d6f-4ff0-b21a-1ed8d0a0a976
～女	～じょ	count for sisters	N2	343689b3-fda1-42b4-8f94-a27cea6fac44
～省	～しょう	kind of ministry	N2	28cdb8b5-d81e-4d3c-9548-6ca7397c4b3b
～商	～しょう	merchant, business	N2	06353734-2db4-4ff0-8dba-742ebed40a39
～勝	～しょう	count for victory	N2	52d71758-94e1-4520-84a2-73eef4b8875e
～条	～じょう	counter for article	N2	27f409b0-0f4e-4eea-a6aa-5a7c832da71d
～場	～じょう	kind of field, ground	N2	e50decb4-77e6-4a8a-b85e-45c0d7ed3251
～畳	～じょう	count for tatami, mat	N2	eb95e19f-449f-4e25-8ba2-aaa3a0576860
～色	～しょく	kind of color	N2	22964f70-e7ae-43d3-aaa7-a8abc771b06f
～過ぎる	～すぎる	too much ~	N2	7a084015-7c79-4e66-92e1-f08857e1e355
～済	～ずみ	finished	N2	2a10c809-311a-4627-b48f-e8b9d48e7515
～席	～せき	counter for seats	N2	a0c086b8-2cb7-4c52-b761-1d6e700a4a14
～船	～せん	counter for ships	N2	62d39abe-b421-4bd1-b815-557cf159a1ff
～戦	～せん	counter for games, matches	N2	8cd37d1a-0d0d-4692-a550-fdc9f637c026
～前	～ぜん	before ~	N2	acda93e5-1d46-4473-aa7a-b9b11f6bf1f8
～沿い	～そい	along	N2	b683d264-c947-44a4-b816-c966e456b2aa
～艘	～そう	counter for ships	N2	bb95ea15-3de4-4684-bd90-4450a33a7f57
～足	～そく	counter for shoes	N2	b2a1199e-9d1a-421f-bc93-373e608e7882
～だらけ	～だらけ	be full of ~, be filled with ~	N2	17c2df32-728a-436c-bf1d-193a33871e64
～団	～だん	group, corps, party	N2	274c8eb6-c386-4718-9aa0-ff07ba7cad7e
～着	～ちゃく	counter for clothes; finishing place	N2	650eee66-ba16-4842-9702-00cf0a60ece9
～庁	～ちょう	office, agency	N2	ca70e073-db21-4183-9a6a-a107ff8690c8
～兆	～ちょう	trillion	N2	8a440d98-b967-4be5-a525-89f3b646bffe
～長	～ちょう	leader, head	N2	cf3fa267-1629-40ba-b66b-9a77ad6c945e
～帳	～ちょう	~ book, notebook	N2	96805c19-1222-4827-a6b9-d88013d120ba
～丁目	～ちょうめ	~ district (of a town; city, block)	N2	ebe01824-2959-4cb9-99a0-ba5476a9fdd7
～通	～つう	counter for letters	N2	6ee619ff-68e8-4bd1-9fed-b11faf201a79
～遣い	～づかい	use of ~	N2	ffea6ea0-147f-41ad-94f7-5c6150d1af8a
～付	～つき	with ~	N2	8013e575-eb4e-485e-a50d-7cb123eb12c9
～続く	～つづく	follow, continue, go on	N2	559898a9-6a4c-498f-9422-145dd8f4d582
～辛い	～づらい	hard to do ~	N2	7619606a-30de-4444-a431-62cda4daf3f6
～滴	～てき	drop	N2	d1905bd8-6e50-430c-a537-a76b88f92d1b
～点	～てん	counter for scores	N2	e66bdaca-d3ad-4c26-9396-864a1a6454ad
～頭	～とう	counter for animals	N2	47f7dbbd-4609-4724-9b6b-2dfa83c77d74
～等	～とう	level, place	N2	b64cdfb1-668e-4c26-9c99-17b5c461668b
～島	～とう	kind of islands	N2	cedf3d3d-aef9-4615-bd46-df477e73aa5d
～道	～どう	kind of path, road	N2	f508d4e1-e22c-47f0-85c8-0113cd59fb2f
～通り	～とおり	in accordance with ~; following ~; ~ street, ~ avenue	N2	f501be16-2606-4a47-9dd0-fcf51227b541
～ところ	～ところ	about to do ~	N2	aab28dc2-fe74-4b13-9edc-f328bd9e78a7
～内	～ない	inside ~	N2	f9b261ac-a957-43c7-97be-40fbfae6b310
～年生	～ねんせい	counter for school year	N2	c8a2be3d-6dab-4d1c-8fc1-234d1c4c1d82
～泊	～はく	counter for staying (e.g., 2 nights)	N2	308dbb3e-0703-48b7-a43a-59328a947cd1
～発	～はつ	counter for bullets	N2	80ab1195-091c-42f5-a763-052794ca5ae2
～番目	～ばんめ	~th	N2	f16f66e5-9350-497e-92d2-5b938a4daa5a
～費	～ひ	cost of ~	N2	64ccf0f4-8e11-4322-a00e-ad27ddeb3a10
～病	～びょう	kind of disease	N2	ce956383-0641-452a-925b-e2eaf0aadc07
～部	～ぶ	~ part	N2	51d01be9-1169-400a-a7d5-3a37d8e17767
～風	～ふう	~ style	N2	2d789158-ea78-41da-a2b3-f0414b292b72
～振り	～ぶり	after an interval of ~	N2	000bc718-558b-4204-8a0d-2cb04142ccc3
～遍	～へん	time	N2	c7a8ee1b-8829-466c-bfc6-5cc5f0e65f49
～弁	～べん	speech, dialect	N2	8874c106-2f66-452f-85f9-98daa26703d7
～歩	～ほ	step, pace	N2	82dd8747-7e18-47b5-b4be-1655b2079e86
～ぽい	～ぽい	~ish	N2	a4c3ced0-535c-4c5c-a1ec-9a3497f3a7e6
～ほう (ひかく)	～ほう (ひかく)	(in comparison)	N2	94c98fb7-5c32-4835-a298-eaab349c2699
～みたい	～みたい	looks like ~	N2	68ab1219-8f05-41e6-8514-9972263c65d4
～向け	～むけ	for ~	N2	c636f87c-0856-4e16-9b99-3d9c513ab497
～名	～めい	counter for people	N2	380cda34-515d-45f3-9ffc-8b20e86f2d27
～もち	～もち	person who has ~	N2	39becea3-03d8-4dd0-aa95-3e62b0cd4e62
～問	～もん	counter for questions	N2	2cd6099f-4a8f-460d-a47b-23686e3b4012
～夜	～や	counter for nights	N2	cf46d1fd-a39b-4fa6-a478-df6a25fbcba2
～等	～ら	plural persons	N2	cba27d4f-3d7c-47ec-b107-e12937218133
～流	～りゅう	fashion, manner, way	N2	d78a37e9-6cc5-4f1e-b020-3d04fd30bfd2
～料	～りょう	fare, charge	N2	11fefdd9-1df9-4098-82be-3f0c4a054de1
～領	～りょう	territory	N2	16a30cf1-c966-446b-a087-0ff2bc8a2f75
～力	～りょく	power of ~	N2	202873fb-e3ef-4d58-b195-045b7b6eee3a
～論	～ろん	theory	N2	cb98b77b-a5ff-41cf-b43c-daaefaecb59c
～羽	～わ	counter for rabbits; birds	N2	4c2c9ac4-1ad9-4f0a-ad6e-87489828adbc
相変わらず	あいかわらず	as usual, as always, as before, as ever, still	N2	47eb3a8d-bd57-43b4-94ac-d8d55992e5b8
アイデア; アイディア	アイデア; アイディア	idea	N2	c7675ecd-ad64-4f20-b8af-50500f4693c8
あいまい	あいまい	vague, ambiguous	N2	78b6ad3e-5a4a-4064-86d1-6cada396cdd0
扇ぐ	あおぐ	to fan, to flap	N2	e494730d-6115-4b77-9741-c3cb44597fac
青白い	あおじろい	pale	N2	24caa07f-3543-43fc-b8f2-78075f369e2d
呆れる	あきれる	to be shocked, to be appalled	N2	f5b8613a-7ba2-4132-892d-00ea5b4f7c07
アクセント	アクセント	accent	N2	74056f53-a4e2-46bd-a85b-56f79668c2ab
あくび	あくび	yawn	N2	244caad8-601a-4b5d-86b0-bdef7d45f421
飽くまで	あくまで	to the end, to the last, stubbornly	N2	34e7c479-bc53-4548-9c22-aab1d4bb46b2
明くる～	あくる～	next, following	N2	102308f0-dd3d-48b2-a2ea-0f52fe342659
明け方	あけがた	dawn	N2	defe925d-7e43-49bc-b833-af19b5383de2
憧れる	あこがれる	to long for, to yearn after	N2	b3c7ee0a-5a3a-422b-b0f9-67b9442afa16
朝寝坊	あさねぼう	oversleeping, late riser	N2	81a8d81c-5b91-40d0-b8a6-08d235f2fb72
足跡	あしあと	footprint	N2	c8306674-8c2d-4e67-b191-99c8a5e4039e
足元	あしもと	at one's feet	N2	5ecd2ab7-fee4-46ee-aa4c-b59f2af2d55a
味わう	あじわう	to taste, to savor	N2	6a5085e9-ad54-49b9-b018-135443d13c8b
預かる	あずかる	to keep in custody, to receive on deposit, to take charge of	N2	2206cb15-67ef-4d79-87fb-21e45f18549c
温まる	あたたまる	to warm oneself	N2	805c3238-f8e5-4c92-93bb-8efafc57ae3e
当たり前	あたりまえ	natural, reasonable, obvious, usual, common, ordinary, commonplace, the norm	N2	58b3073f-d0f2-4833-8931-edb58a8a8d6f
あちらこちら	あちらこちら	here and there	N2	a4073e95-5a7b-4438-894a-105b1a353f92
厚かましい	あつかましい	impudent, shameless,	N2	d68ee89a-2e54-42e7-81f2-bb1d5f5afcd3
圧縮	あっしゅく	compression, condensation, pressure	N2	8d730dd4-8046-4e14-8150-e26f4e9a6bd3
宛名	あてな	address, direction	N2	76d65711-6021-4f0b-aa83-0b7c9d6be1cd
当てはまる	あてはまる	to be applicable, to come under (a category)	N2	a6f54e4a-7079-467f-a62f-760d1ba6367d
当てはめる	あてはめる	to apply, to adapt	N2	8953d2dc-3e0a-4335-8d16-6ef9e30fab8c
暴れる	あばれる	to act violently, to rage	N2	5a81f7f5-b062-4ee0-9291-1dc513c4ec13
脂	あぶら	fat, tallow, lard	N2	b151bd7c-1c45-4ccb-9350-7a75156a7cec
あぶる	あぶる	to scorch, to roast	N2	569cf090-7c02-4834-b982-63a6bdf6987e
あふれる	あふれる	to flood, to overflow	N2	fe532b8f-695d-417a-96bb-035d9a8272b6
雨戸	あまど	sliding storm door	N2	0c5e859a-9438-46d2-ab5e-53a255fd3468
甘やかす	あまやかす	to pamper, to spoil	N2	27327575-a9da-4845-bbcf-99e5526d1540
余る	あまる	to be left over, to be in excess	N2	4f0bc572-11b2-402a-b4cc-4dbe58faaba5
編み物	あみもの	knitting	N2	07a092c3-b5f4-415f-ab54-c9e533c391a3
あみもの	あみもの	knitting, web	N2	116984dc-569d-45ef-8d06-1910117e352c
編む	あむ	to knit	N2	498c1c56-7b7f-4e59-aed5-a26005a7835e
危うい	あやうい	dangerous, critical	N2	a4b64600-86a3-4824-a5b8-1eb32187bd73
怪しい	あやしい	suspicious, dubious, doubtful	N2	3c8f8fd8-0def-4afb-a888-629d0db1027f
荒い	あらい	rough, rude, wild	N2	e5d426b0-b06c-4535-b4ea-3168201f0773
粗い	あらい	coarse, rough	N2	86a5bdce-5cfa-476c-aaeb-b9a714a31f6a
粗筋	あらすじ	outline, synopsis	N2	f8399327-62f3-4d3a-895a-ae872c309c86
争う	あらそう	to compete, to contest, to contend to quarrel, to argue, to dispute, to be at variance, to oppose	N2	f227e5d7-cb1b-4252-9e23-be7bad629528
改めて	あらためて	another time, again	N2	816b9db8-dc3d-4e55-ae5a-696c408c0565
改める	あらためる	to change, to reform, to revise	N2	dc15eef0-659b-4a68-a971-f53797ca820b
あらわす	あらわす	to write, to publish	N2	7e636742-a7df-4f1e-a009-3c318da4a1f4
有難い	ありがたい	grateful, thankful, appreciated	N2	5c7fdcfd-79a4-442d-86e3-cc7500276765
あれこれ	あれこれ	one thing or another, this and that	N2	c5689ac8-e443-4993-9ad5-d86880284093
荒れる	あれる	to be stormy, to be rough, to be ruined	N2	36bb588f-c383-4af6-aae0-a900402cf817
慌ただしい	あわただしい	busy, hurried	N2	6ac898ce-4aa0-4c3f-9dba-734be35c4cc0
慌てる	あわてる	to become confused (disconcerted, disorganized), to be flustered, to panic, to hurry, to rush, to hasten	N2	b9db7a68-f444-4fe2-aa4c-9bf1c3dac4b0
安易	あんい	easy-going	N2	3d08e875-1b1f-4819-bc5a-ae9a7eec63db
案外	あんがい	unexpectedly, surprisingly	N2	471874e4-def2-479f-be50-f663c5d2ab5c
アンテナ	アンテナ	antenna	N2	6657f3a5-df70-447c-8506-485c755e3e57
言い出す	いいだす	to start talking, to suggest	N2	d28795d1-884c-482f-8cab-b54732516abd
言い付ける	いいつける	to tell, to order	N2	1a1598cf-9f9a-4078-8b53-6b42f3dadcbf
意義	いぎ	meaning, significance	N2	62356a70-6ba5-4dab-91d5-0b91d6fcf77f
生き生き	いきいき	vividly, lively	N2	8c00b552-7eed-4faf-a22c-8dbf2c66af28
いきなり	いきなり	all of a sudden	N2	faf893d5-6866-4a0e-b775-3d0326735f84
幾～	いく～	several ~	N2	b405f546-6571-44f6-aeda-fba76e17b212
育児	いくじ	childcare, nursing	N2	f85dc3ec-d213-4d8f-a8fa-5b7d0e3885f6
幾分	いくぶん	somewhat	N2	057fa32a-a1ce-4b0b-ba39-53f32756071e
生け花	いけばな	flower arrangement	N2	3a707240-8206-4cd2-9cb2-647aa86bb065
以後	いご	after this; from now on; hereafter	N2	e8a97aa8-c514-49e3-90de-cf33179b875a
イコール	イコール	equal	N2	a7f9b589-383b-489b-99ff-bf9bbde3ae2f
以降	いこう	on and after, hereafter	N2	92c9a5ff-e100-42a7-b4d9-d0212869385a
勇ましい	いさましい	brave, valiant	N2	97decdea-fcda-426a-9744-f926ce3b72eb
衣食住	いしょくじゅう	food, clothing and shelter	N2	96ddd8d1-6b34-42ce-8302-61e2f4063ab6
いちいち	いちいち	one by one, separately	N2	03f30ae6-4e76-46fd-8842-9f55ab531bc2
一応	いちおう	tentatively, for the time being	N2	6c477aef-1500-49c4-9883-c0374f537acc
一段と	いちだんと	by far, greater	N2	c35228d0-3b6c-4e48-b360-ffc9f6e27363
一流	いちりゅう	first class, leading	N2	03618a91-4548-40a9-913c-7b15109e727a
一昨日	いっさくじつ	day before yesterday	N2	7e437a1c-fa79-46b7-b422-60f9bc7d4026
一昨年	いっさくねん	year before last	N2	3160bc10-a208-45d2-8313-ac700012ed6e
一斉	いっせい	simultaneous, all at once	N2	6ac0d995-a2bd-4dc5-832d-b85616058f9f
一旦	いったん	once, for a moment	N2	a3cafc8f-a30a-46e8-84f1-6613974754a1
一定	いってい	fixed, settled, regular	N2	56b30fd3-4f20-4c58-981b-b415fb664b69
行っていらっしゃい	いっていらっしゃい	have a nice day, see you	N2	889e83b7-0d56-4dbb-917d-e2f1bc05fdab
いってきます	いってきます	(Lit.) I'll go and come back, 'I'm going, see you later'	N2	0a36e072-7984-4681-b5dd-bd299a5736d6
いってまいります	いってまいります	(Lit.) I'll go and come back, 'I'm going, see you later'	N2	aa9dc117-714d-4f8f-8f23-3c993c56fbd4
行ってらっしゃい	いってらっしゃい	have a nice day, see you	N2	f0ceb53a-9857-4383-820d-b0c9a99fa33c
移転	いてん	moving, transfer	N2	6948fa38-a94f-470b-93c5-61ce78e8eb35
井戸	いど	water well	N2	1a0247cb-14bc-4281-a1bd-6cf0ec3e7cae
緯度	いど	latitude (navigation)	N2	4129afac-1937-4e80-819b-619cac04547f
威張る	いばる	to be proud, to swagger	N2	8f81ba45-f137-4d41-982c-f3e4ea56aa09
嫌がる	いやがる	reluctant, to dislike	N2	7ad79e49-4761-44a9-a458-4f98202eae82
いよいよ	いよいよ	more and more, increasingly, at last	N2	77e523af-4791-420e-8b59-cc7f3f5c9fd6
煎る	いる	to roast	N2	ec656f75-4f48-46de-b88b-d9afcd601c55
炒る	いる	to parch, to roast	N2	d73b1a41-54cd-420a-b607-2fcfa56a39e8
入れ物	いれもの	container, case	N2	4f0a72c1-4c15-4093-9da2-7775c4ae19ea
インキ	インキ	ink	N2	a30cd44f-c2a2-4e78-8a70-1714832ef034
引力	いんりょく	gravity	N2	f2114c5c-c50f-4c6d-861f-02777729fff9
ウーマン	ウーマン	woman	N2	77c02cfb-2adb-45a2-adea-427e76af6740
ウール	ウール	wool	N2	c678e054-57ec-44ce-a732-d8fc74153a97
ウエートレス	ウエートレス	waitress	N2	a26f9401-76b1-4899-b1e0-3739a7301b61
植木	うえき	garden shrubs, trees, potted plant	N2	e8f39057-0093-4821-be84-af0975382d69
飢える	うえる	to starve	N2	f218bcce-e1d9-4038-af02-e62c88f4167b
浮ぶ	うかぶ	to float, to rise to surface, to come to mind	N2	25220538-b57d-4cdd-96a1-d6ba3a1c570e
浮かべる	うかべる	to float; to express	N2	5bf606a8-c171-4e4d-ad35-f3ba8aefe11d
浮く	うく	to float	N2	53f5933e-7e32-4170-b5a9-f7af0b1a4713
承る	うけたまわる	(humble) to hear, to be told, to know	N2	a15bccc6-4c39-4016-8ea0-299a52589a34
受取	うけとり	receipt	N2	ba3fd0fd-40c8-4099-a74e-42081afddc59
受け持つ	うけもつ	to take (be in) charge of	N2	6437a1bf-bf81-4b82-aade-9dd09c02fab9
薄暗い	うすぐらい	dim, gloomy	N2	6831f8e5-1681-47e6-8aeb-9b29789c7fa8
薄める	うすめる	to dilute, to water down	N2	4cd3fb18-6795-4def-bf7b-8591b79de875
打合せ	うちあわせ	business meeting, previous arrangement	N2	35b2b5c6-830a-4ab8-86dc-fd6204dcb505
打ち消す	うちけす	to deny, to negate	N2	e1dc031d-f260-406f-b368-d0c82b99ac4d
写る	うつる	to be photographed, to be projected	N2	8dd2ec53-a816-4b6f-b91c-a0260e591c27
うどん	うどん	udon noodles (Japanese traditional noodles)	N2	8d3c7c4e-fb17-4ed9-a9f6-8a20a0747f63
うなずく	うなずく	to nod	N2	7f2c422c-674b-47d3-916a-6680cb4e8a24
有無	うむ	existence or nonexistence, presence of absence consent or refusal, yes or no	N2	91568da5-38b5-4ee6-a3eb-b707a28282db
埋める	うめる	to bury, to fill up, to fill (a seat, a vacant position)	N2	f90dbd01-c0cc-43de-813a-014e51dfd0af
敬う	うやまう	to show respect, to honor	N2	d3f87102-07ad-4ff7-beac-05b732b4ed2e
裏返す	うらがえす	to turn inside out, to turn (something) over	N2	25152a46-fc85-4069-a082-ff2810b61ea4
裏口	うらぐち	backdoor, rear entrance	N2	85687cb9-987d-4b08-9492-23db51cf3516
占う	うらなう	to predict, to divine	N2	3e87ae34-b597-474c-80c7-67ac9e837b99
恨み	うらみ	resentment	N2	2c022919-8e39-4207-9861-0e77d6a02df0
恨む	うらむ	to curse, to feel bitter	N2	2d33a076-2244-49f9-82cb-fd8e90deb515
羨む	うらやむ	to envy	N2	46a8a365-cf74-40dd-a060-c195ee300c31
売上	うりあげ	amount sold, proceeds	N2	d5cf65a5-64d8-46a6-ad4d-496dad830de8
売り上げ	うりあげ	amount sold, sales, proceeds, takings, turnover	N2	1634c4ef-5fbc-4923-b02b-4a1ad0d0d7cd
売り切れ	うりきれ	sold-out	N2	298dcada-1cbc-4c4a-afb9-dc5772d0cec5
売り切れる	うりきれる	to be sold out	N2	2236506f-3981-46f3-bf83-79d286c2d451
売行き	うれゆき	sales	N2	1e362a4f-f9e8-4013-982a-4643796f4420
売れ行き	うれゆき	sales, demand	N2	f36875a6-fe1b-48f3-9edb-65b75813838e
うろうろ	うろうろ	loitering, aimless wandering	N2	9ec046e2-cff0-41ff-95e0-c26522185644
上～	うわ～	upper ~	N2	dc9a1466-2735-44c5-829c-cd256004e569
運河	うんが	canal, waterway	N2	5e171dc1-5381-40b5-9138-23f21175072f
うんと	うんと	a great deal, very much	N2	5c1e96dd-e8b6-4038-9b1e-a8022b01756c
英文	えいぶん	sentence in English	N2	a73e7303-f897-41e8-bec1-b7e8b1ae1461
英和	えいわ	English-Japanese (e.g., dictionary)	N2	59b746bc-683f-4508-bc6b-af019faeab86
ええと	ええと	let me see, well, er...	N2	91dc62b3-4618-4daa-9d96-ea004a1f3bcf
液体	えきたい	liquid, fluid	N2	5f10ce4a-8e6f-462e-ba5f-0587813d8e92
エチケット	エチケット	etiquette	N2	a586257d-a393-4e9a-801a-51b574acc58a
絵の具	えのぐ	colors, paints	N2	116c7ff3-2891-4293-b6d4-a1f19598d625
エプロン	エプロン	apron	N2	68e4451b-cbe1-41a5-9032-dd4f030103b8
偉い	えらい	great, celebrated, remarkable,	N2	a14c1d2f-8370-4102-ba2e-485649d872ed
宴会	えんかい	party, banquet	N2	cd930855-1e1e-4f7f-be37-3c526547e6dd
園芸	えんげい	horticulture, gardening	N2	81272913-6ff1-49c1-9485-33415a426346
演劇	えんげき	play (theatrical)	N2	f8755741-b6c5-4792-aff7-6e2b7856340f
円周	えんしゅう	circumference	N2	1246c810-c74d-40e9-8ba1-1e0d19892412
遠足	えんそく	trip, hike, picnic	N2	d6abf7fe-d902-4934-a6fc-d8be2140e3cd
延長	えんちょう	extension, prolongation	N2	6ab5e91f-405c-4e79-b5f5-f18bd4aba18e
煙突	えんとつ	chimney	N2	0d0ee28d-0f39-4e8f-aff7-92c8a0589f0b
オーケストラ	オーケストラ	orchestra	N2	40a24158-7c10-4965-bfb3-f98673451087
オートメーション	オートメーション	automation	N2	62a40c11-782b-46d4-bc13-ac587e9ec1f2
追いかける	おいかける	to chase or run after someone	N2	1d5608e3-8c5e-49f6-87a8-5cbf9651b66a
追い越す	おいこす	to pass (e.g., car), to outdistance, to outstrip	N2	0c5b9194-87f5-49cc-8658-76ab51dec169
オイル	オイル	oil	N2	40d219bd-abe9-4b9c-9647-9f2662d004e0
応援	おうえん	aid, assistance, help, support, reinforcement cheering, rooting (for), support	N2	2c6aea8c-0a5b-43c0-864f-913217862e6b
王女	おうじょ	princess	N2	7789d618-e7eb-4385-96e5-025cc057951e
応ずる	おうずる	to respond, to comply with	N2	4c5d0fc7-6a4e-41d4-8638-d60e79d32277
応接	おうせつ	reception	N2	1c180405-6850-49ba-8601-722f083b8420
応対	おうたい	receiving, dealing with	N2	99483b79-3f61-4f70-93c1-590f8d3adba6
往復	おうふく	(col) round trip, coming and going, return ticket	N2	fb7fbfde-fc22-4ca9-970a-2b3394e7727e
欧米	おうべい	Europe and America, the West	N2	f1b46f95-7aee-4f78-a19b-81ca8370a303
応用	おうよう	application, put to practical use	N2	2a0e5208-356c-4838-ba83-f3b4d077abe8
おおざっぱ	おおざっぱ	rough (not precise), broad, sketchy	N2	0593b1ad-2825-416f-b0d8-bfccf0638b02
大通り	おおどおり	main street	N2	fc0ea30c-886f-4395-aac1-e4e4685e730d
大凡	おおよそ	about, approximately	N2	787b80ba-d8b7-45bd-9097-e1378dcc6309
お帰り	おかえり	return, welcome	N2	48acbec4-86eb-4f79-b979-34994f3c4311
おかけください	おかけください	please sit down	N2	5dd71cf1-6343-4584-a31c-d290d4660fa9
おかげさまで	おかげさまで	Thanks to god, thanks to you	N2	d348fd5e-a656-4d1e-aa26-1b85009782d7
おかず	おかず	side dish, accompaniment for rice dishes	N2	a27ae72d-883a-4198-85e0-78dd4bd92784
おかまいなく	おかまいなく	please don't fuss over me	N2	f7bf7716-c1d4-427e-a98f-746932720d8e
拝む	おがむ	to worship, to pray	N2	7ff6eed0-5f3e-4c1b-9e4a-2d123f36a083
お代わり	おかわり	second helping, another cup	N2	9af15e81-9b90-48f5-a490-5e856304030a
補う	おぎなう	to compensate for	N2	95c9ad8c-68d2-4e70-94c9-22525c00dd5a
お気の毒に	おきのどくに	I'm sorry to hear that…	N2	8da75066-9829-4980-b421-c43bd26eb600
屋外	おくがい	outdoors	N2	a6c95935-853c-4c15-9f1b-52883062c8aa
送り仮名	おくりがな	part of word written in kana	N2	898eafc9-836a-4a33-a7ca-169e7f02b8bc
お元気で	おげんきで	Take care'	N2	f546f002-119d-407c-a594-b1cdb70de5e2
怠る	おこたる	to neglect, to fail	N2	8332affe-5fbb-4603-ad94-bd330596afd3
